Ciudad,Categoría del problema,Categoria numerica,Nivel de urgencia,Fecha del reporte
Bucaramanga,Seguridad,3,2,2023-08-03
Bogotá,Seguridad,3,2,2024-03-27
Cúcuta,Medio Ambiente,4,1,2024-05-21
Bucaramanga,Medio Ambiente,4,4,2023-02-23
Cúcuta,Medio Ambiente,4,4,2023-10-15
Santa Marta,Medio Ambiente,4,2,2024-11-22
Cali,Medio Ambiente,4,4,2023-02-07
Bogotá,Seguridad,3,2,2024-06-12
Cartagena,Medio Ambiente,4,4,2023-09-17
Bogotá,Seguridad,3,2,2024-10-16
Manizales,Seguridad,3,1,2024-03-09
Santa Marta,Salud,1,1,2024-10-11
Cartagena,Medio Ambiente,4,4,2024-07-17
Cali,Educación,2,2,2024-02-21
Cartagena,Educación,2,4,2024-07-06
Santa Marta,Medio Ambiente,4,1,2023-12-25
Santa Marta,Educación,2,3,2024-06-18
Cali,Salud,1,1,2024-03-16
Santa Marta,Medio Ambiente,4,4,2024-10-12
Manizales,Educación,2,2,2023-07-27
Cúcuta,Educación,2,1,2024-02-18
Cartagena,Educación,2,3,2024-03-08
Medellín,Medio Ambiente,4,2,2024-06-28
Santa Marta,Educación,2,1,2024-01-03
Barranquilla,Educación,2,2,2024-06-01
Barranquilla,Educación,2,4,2024-06-27
Bucaramanga,Medio Ambiente,4,2,2023-12-25
Bogotá,Educación,2,1,2024-01-20
Santa Marta,Salud,1,4,2024-03-08
Santa Marta,Educación,2,3,2024-07-14
Barranquilla,Seguridad,3,4,2024-02-23
Bogotá,Educación,2,1,2024-10-19
Barranquilla,Seguridad,3,1,2023-03-19
Pereira,Medio Ambiente,4,2,2023-03-29
Cali,Seguridad,3,3,2024-09-08
Cúcuta,Educación,2,2,2023-01-15
Cali,Medio Ambiente,4,1,2023-09-10
Bogotá,Seguridad,3,3,2024-06-22
Bucaramanga,Medio Ambiente,4,4,2023-08-11
Medellín,Seguridad,3,2,2023-12-19
Cali,Medio Ambiente,4,3,2023-02-01
Medellín,Seguridad,3,3,2024-10-03
Medellín,Salud,1,3,2024-05-05
Bogotá,Medio Ambiente,4,2,2024-10-27
Manizales,Salud,1,1,2024-02-29
Manizales,Educación,2,4,2024-02-29
Cúcuta,Medio Ambiente,4,4,2024-07-16
Bogotá,Medio Ambiente,4,2,2023-01-15
Cartagena,Educación,2,1,2023-01-14
Manizales,Medio Ambiente,4,1,2024-01-25
Cúcuta,Medio Ambiente,4,1,2023-02-21
Bucaramanga,Seguridad,3,1,2023-11-05
Bogotá,Medio Ambiente,4,3,2023-11-15
Cali,Educación,2,3,2023-05-01
Bucaramanga,Medio Ambiente,4,2,2023-08-10
Bogotá,Salud,1,3,2024-02-27
Santa Marta,Medio Ambiente,4,2,2024-10-27
Cali,Medio Ambiente,4,4,2023-10-20
Medellín,Medio Ambiente,4,1,2023-01-22
Barranquilla,Educación,2,3,2024-09-10
Bucaramanga,Seguridad,3,2,2024-04-19
Pereira,Educación,2,3,2023-06-28
Medellín,Educación,2,4,2023-07-20
Medellín,Medio Ambiente,4,3,2024-08-06
Medellín,Salud,1,2,2023-02-24
Barranquilla,Seguridad,3,2,2023-05-28
Cali,Seguridad,3,4,2024-01-18
Barranquilla,Medio Ambiente,4,3,2023-10-03
Manizales,Seguridad,3,3,2024-06-16
Bucaramanga,Medio Ambiente,4,2,2023-12-08
Cali,Seguridad,3,2,2023-10-05
Manizales,Medio Ambiente,4,2,2024-03-21
Santa Marta,Salud,1,3,2023-05-29
Santa Marta,Seguridad,3,4,2023-12-25
Pereira,Salud,1,2,2023-01-11
Pereira,Seguridad,3,3,2023-07-08
Cartagena,Medio Ambiente,4,1,2023-06-25
Medellín,Medio Ambiente,4,4,2024-04-14
Pereira,Seguridad,3,3,2024-01-25
Barranquilla,Educación,2,3,2024-11-19
Bucaramanga,Educación,2,4,2024-03-26
Santa Marta,Medio Ambiente,4,4,2024-03-25
Manizales,Educación,2,4,2024-08-07
Manizales,Salud,1,3,2023-01-31
Bucaramanga,Medio Ambiente,4,3,2023-12-15
Manizales,Medio Ambiente,4,4,2023-05-13
Bogotá,Medio Ambiente,4,4,2024-06-22
Bogotá,Salud,1,2,2023-04-17
Cúcuta,Medio Ambiente,4,2,2024-07-29
Pereira,Salud,1,3,2023-07-18
Bogotá,Medio Ambiente,4,2,2024-11-01
Bogotá,Seguridad,3,4,2023-11-14
Medellín,Educación,2,4,2024-05-25
Cartagena,Medio Ambiente,4,4,2024-07-29
Cartagena,Educación,2,4,2024-04-22
Bucaramanga,Educación,2,2,2024-03-30
Bogotá,Educación,2,2,2024-03-16
Santa Marta,Medio Ambiente,4,1,2023-04-27
Santa Marta,Salud,1,1,2024-08-04
Barranquilla,Medio Ambiente,4,1,2023-06-22
Bucaramanga,Salud,1,4,2024-06-29
Cúcuta,Medio Ambiente,4,4,2023-08-22
Barranquilla,Seguridad,3,2,2023-09-19
Pereira,Seguridad,3,2,2024-03-04
Cartagena,Seguridad,3,1,2023-10-17
Bogotá,Educación,2,3,2023-12-18
Pereira,Medio Ambiente,4,3,2023-02-28
Cali,Medio Ambiente,4,1,2024-04-29
Santa Marta,Educación,2,2,2023-11-18
Barranquilla,Salud,1,1,2024-11-10
Medellín,Educación,2,4,2024-05-01
Manizales,Educación,2,2,2024-11-12
Cartagena,Educación,2,4,2023-09-16
Bucaramanga,Educación,2,2,2023-10-10
Medellín,Seguridad,3,3,2024-09-16
Cartagena,Salud,1,1,2023-08-07
Manizales,Medio Ambiente,4,3,2024-10-11
Medellín,Medio Ambiente,4,2,2024-07-22
Medellín,Salud,1,2,2023-03-28
Barranquilla,Seguridad,3,1,2023-06-29
Cartagena,Seguridad,3,2,2023-09-25
Medellín,Educación,2,4,2024-07-18
Cúcuta,Medio Ambiente,4,4,2024-09-25
Santa Marta,Seguridad,3,1,2024-05-24
Manizales,Salud,1,1,2024-03-29
Santa Marta,Seguridad,3,1,2023-07-20
Cartagena,Educación,2,2,2024-02-20
Cali,Medio Ambiente,4,2,2024-07-27
Cúcuta,Medio Ambiente,4,2,2024-04-13
Pereira,Educación,2,2,2024-08-04
Cartagena,Salud,1,3,2023-11-21
Cartagena,Medio Ambiente,4,3,2023-02-17
Cartagena,Medio Ambiente,4,1,2023-05-12
Bogotá,Medio Ambiente,4,3,2023-08-20
Barranquilla,Medio Ambiente,4,2,2024-08-14
Bogotá,Educación,2,3,2023-12-06
Bucaramanga,Salud,1,1,2024-03-23
Cartagena,Seguridad,3,1,2023-06-29
Cartagena,Salud,1,4,2023-06-10
Medellín,Salud,1,4,2023-03-26
Santa Marta,Salud,1,1,2024-05-25
Bucaramanga,Educación,2,3,2024-06-20
Pereira,Educación,2,3,2024-04-26
Bogotá,Seguridad,3,4,2023-02-02
Manizales,Medio Ambiente,4,4,2023-09-09
Bogotá,Seguridad,3,2,2023-09-27
Bucaramanga,Medio Ambiente,4,4,2023-01-21
Bucaramanga,Seguridad,3,2,2024-10-29
Cali,Educación,2,3,2024-08-24
Manizales,Medio Ambiente,4,2,2023-08-05
Cali,Salud,1,1,2024-10-18
Santa Marta,Educación,2,3,2023-02-16
Medellín,Educación,2,1,2023-04-20
Cartagena,Educación,2,4,2024-07-28
Cartagena,Salud,1,4,2023-04-17
Cartagena,Medio Ambiente,4,2,2023-05-28
Cúcuta,Medio Ambiente,4,1,2024-05-02
Bogotá,Medio Ambiente,4,2,2023-10-30
Santa Marta,Educación,2,1,2024-08-06
Manizales,Medio Ambiente,4,1,2023-07-07
Cali,Salud,1,1,2024-05-25
Manizales,Medio Ambiente,4,4,2024-01-18
Manizales,Educación,2,3,2024-11-10
Cali,Educación,2,3,2023-10-29
Manizales,Educación,2,2,2024-10-19
Bogotá,Salud,1,1,2023-10-03
Santa Marta,Medio Ambiente,4,4,2024-04-23
Santa Marta,Medio Ambiente,4,3,2024-01-03
Pereira,Educación,2,2,2023-11-06
Santa Marta,Medio Ambiente,4,4,2024-09-16
Cali,Medio Ambiente,4,2,2024-07-17
Medellín,Medio Ambiente,4,3,2024-08-26
Cali,Seguridad,3,2,2023-08-31
Bucaramanga,Salud,1,4,2023-04-14
Bogotá,Medio Ambiente,4,1,2023-04-14
Pereira,Educación,2,2,2024-07-19
Bucaramanga,Seguridad,3,4,2023-03-19
Cali,Salud,1,3,2023-05-22
Santa Marta,Medio Ambiente,4,2,2024-05-03
Medellín,Salud,1,4,2024-08-23
Bogotá,Salud,1,2,2023-12-13
Cali,Seguridad,3,1,2023-05-01
Cali,Educación,2,1,2024-04-19
Cali,Seguridad,3,4,2024-11-05
Cartagena,Educación,2,2,2024-02-03
Bucaramanga,Medio Ambiente,4,2,2023-08-24
Cartagena,Educación,2,3,2023-10-14
Cúcuta,Medio Ambiente,4,4,2024-05-03
Bogotá,Medio Ambiente,4,4,2023-09-18
Bogotá,Medio Ambiente,4,3,2024-09-29
Cartagena,Seguridad,3,1,2024-03-22
Pereira,Educación,2,3,2023-09-13
Bucaramanga,Educación,2,4,2023-04-30
Cali,Salud,1,3,2023-12-13
Bogotá,Seguridad,3,4,2023-12-25
Bucaramanga,Educación,2,2,2023-01-16
Manizales,Medio Ambiente,4,2,2023-04-09
Manizales,Educación,2,2,2023-03-11
Medellín,Medio Ambiente,4,4,2023-04-08
Santa Marta,Salud,1,2,2024-07-02
Pereira,Salud,1,2,2023-10-25
Santa Marta,Seguridad,3,1,2024-07-13
Cúcuta,Seguridad,3,1,2023-12-21
Bogotá,Salud,1,4,2023-07-27
Manizales,Seguridad,3,3,2024-01-21
Cúcuta,Seguridad,3,4,2024-06-07
Medellín,Medio Ambiente,4,4,2023-10-19
Manizales,Seguridad,3,3,2024-08-01
Cali,Medio Ambiente,4,2,2023-12-25
Pereira,Medio Ambiente,4,1,2023-06-08
Bucaramanga,Salud,1,1,2024-11-09
Cali,Salud,1,1,2024-05-19
Pereira,Educación,2,3,2023-07-21
Barranquilla,Educación,2,2,2024-08-06
Pereira,Educación,2,1,2024-03-06
Pereira,Educación,2,2,2024-04-12
Medellín,Medio Ambiente,4,4,2024-04-30
Santa Marta,Educación,2,3,2024-01-06
Medellín,Salud,1,4,2024-02-14
Pereira,Medio Ambiente,4,2,2023-06-09
Medellín,Seguridad,3,1,2023-08-28
Cúcuta,Seguridad,3,2,2023-12-02
Medellín,Medio Ambiente,4,1,2023-06-28
Manizales,Medio Ambiente,4,2,2024-02-02
Cartagena,Seguridad,3,4,2023-06-01
Cartagena,Educación,2,2,2024-06-18
Bogotá,Educación,2,3,2024-02-24
Bogotá,Educación,2,2,2024-05-19
Santa Marta,Medio Ambiente,4,1,2024-11-08
Pereira,Educación,2,3,2023-03-12
Bogotá,Medio Ambiente,4,1,2024-03-23
Bogotá,Educación,2,1,2023-08-01
Santa Marta,Educación,2,3,2023-04-15
Medellín,Educación,2,1,2023-10-11
Barranquilla,Medio Ambiente,4,2,2024-06-17
Medellín,Educación,2,3,2023-08-20
Bucaramanga,Medio Ambiente,4,1,2024-05-28
Bucaramanga,Medio Ambiente,4,2,2023-08-20
Medellín,Educación,2,2,2023-07-07
Manizales,Educación,2,1,2023-12-29
Barranquilla,Seguridad,3,2,2023-07-30
Barranquilla,Medio Ambiente,4,3,2024-03-06
Bogotá,Educación,2,4,2024-06-21
Cali,Salud,1,3,2024-06-25
Cali,Medio Ambiente,4,4,2024-01-27
Bogotá,Medio Ambiente,4,4,2023-08-07
Bogotá,Educación,2,1,2023-05-06
Cali,Medio Ambiente,4,4,2024-06-09
Cúcuta,Medio Ambiente,4,2,2024-10-06
Santa Marta,Medio Ambiente,4,1,2024-07-01
Pereira,Educación,2,1,2023-10-02
Cartagena,Seguridad,3,3,2023-12-27
Santa Marta,Medio Ambiente,4,3,2024-07-15
Medellín,Medio Ambiente,4,1,2023-06-15
Bucaramanga,Medio Ambiente,4,2,2024-01-18
Santa Marta,Salud,1,1,2024-04-08
Cali,Salud,1,3,2023-04-16
Cartagena,Educación,2,3,2023-06-11
Cartagena,Salud,1,3,2024-04-02
Cali,Seguridad,3,1,2023-05-10
Pereira,Educación,2,1,2024-04-10
Cali,Medio Ambiente,4,3,2023-09-30
Barranquilla,Medio Ambiente,4,4,2024-07-06
Pereira,Educación,2,1,2023-07-10
Cartagena,Seguridad,3,1,2023-05-11
Pereira,Salud,1,1,2024-03-26
Cúcuta,Educación,2,2,2024-05-07
Barranquilla,Educación,2,1,2023-03-22
Cúcuta,Salud,1,1,2023-11-29
Pereira,Salud,1,4,2023-12-31
Manizales,Medio Ambiente,4,2,2024-09-27
Cali,Educación,2,3,2023-09-17
Barranquilla,Medio Ambiente,4,2,2024-09-15
Cali,Educación,2,1,2023-07-28
Bogotá,Seguridad,3,4,2023-12-10
Cartagena,Seguridad,3,3,2024-08-12
Cúcuta,Seguridad,3,2,2023-06-25
Bucaramanga,Medio Ambiente,4,2,2023-11-11
Cali,Educación,2,2,2024-03-25
Santa Marta,Seguridad,3,1,2024-05-06
Manizales,Educación,2,2,2023-03-09
Santa Marta,Salud,1,2,2024-09-17
Bogotá,Salud,1,4,2023-12-31
Pereira,Salud,1,3,2024-06-13
Cúcuta,Salud,1,3,2023-07-09
Santa Marta,Salud,1,2,2024-10-28
Medellín,Educación,2,2,2023-05-24
Barranquilla,Salud,1,4,2023-01-13
Manizales,Educación,2,1,2023-07-24
Cúcuta,Salud,1,4,2023-03-01
Cartagena,Medio Ambiente,4,1,2023-02-09
Pereira,Educación,2,4,2024-11-15
Santa Marta,Medio Ambiente,4,2,2023-12-03
Medellín,Educación,2,3,2023-05-22
Santa Marta,Salud,1,1,2023-01-31
Cúcuta,Educación,2,1,2024-08-12
Cali,Educación,2,4,2024-07-09
Bogotá,Seguridad,3,3,2023-06-17
Cartagena,Medio Ambiente,4,2,2024-08-13
Cartagena,Medio Ambiente,4,1,2023-12-28
Cartagena,Educación,2,2,2024-02-08
Santa Marta,Seguridad,3,3,2023-03-30
Cartagena,Seguridad,3,3,2023-11-14
Manizales,Medio Ambiente,4,4,2023-07-29
Barranquilla,Seguridad,3,4,2024-04-08
Cali,Salud,1,2,2023-04-09
Medellín,Medio Ambiente,4,2,2024-11-30
Cali,Medio Ambiente,4,4,2024-04-27
Cali,Seguridad,3,3,2023-01-10
Santa Marta,Medio Ambiente,4,4,2023-03-02
Barranquilla,Educación,2,2,2023-08-26
Cali,Seguridad,3,3,2024-11-13
Barranquilla,Educación,2,2,2023-05-22
Barranquilla,Medio Ambiente,4,1,2023-12-28
Cúcuta,Seguridad,3,1,2023-01-28
Pereira,Educación,2,4,2024-02-25
Manizales,Seguridad,3,1,2024-06-19
Santa Marta,Educación,2,3,2024-03-08
Manizales,Seguridad,3,4,2024-06-05
Bucaramanga,Educación,2,1,2023-12-24
Cali,Medio Ambiente,4,4,2023-10-13
Cartagena,Medio Ambiente,4,4,2024-07-19
Cúcuta,Medio Ambiente,4,4,2024-01-15
Cali,Salud,1,3,2024-11-20
Medellín,Salud,1,2,2023-09-05
Cali,Medio Ambiente,4,2,2024-06-20
Cali,Medio Ambiente,4,3,2023-01-26
Bogotá,Educación,2,1,2024-02-13
Cartagena,Educación,2,4,2024-10-15
Cartagena,Medio Ambiente,4,3,2023-04-23
Santa Marta,Educación,2,2,2023-10-02
Cúcuta,Educación,2,2,2023-02-13
Bucaramanga,Medio Ambiente,4,2,2023-10-09
Cúcuta,Salud,1,4,2024-07-12
Barranquilla,Salud,1,4,2024-08-12
Pereira,Seguridad,3,4,2024-03-05
Manizales,Educación,2,4,2023-08-03
Medellín,Educación,2,1,2023-08-09
Cali,Seguridad,3,1,2023-01-18
Manizales,Educación,2,1,2024-03-31
Cartagena,Medio Ambiente,4,1,2024-06-23
Cali,Seguridad,3,1,2024-04-08
Medellín,Seguridad,3,3,2024-11-25
Cartagena,Seguridad,3,4,2023-11-09
Santa Marta,Seguridad,3,4,2024-05-14
Santa Marta,Seguridad,3,3,2023-04-22
Barranquilla,Medio Ambiente,4,2,2024-09-04
Pereira,Medio Ambiente,4,4,2024-11-07
Pereira,Educación,2,3,2023-03-24
Cali,Seguridad,3,1,2024-02-08
Santa Marta,Educación,2,2,2023-06-01
Pereira,Educación,2,4,2024-09-24
Cali,Medio Ambiente,4,4,2024-07-24
Barranquilla,Salud,1,1,2024-03-21
Bogotá,Seguridad,3,4,2024-03-17
Medellín,Educación,2,1,2023-06-14
Pereira,Educación,2,3,2023-07-20
Cúcuta,Seguridad,3,4,2024-06-07
Bucaramanga,Seguridad,3,4,2023-12-08
Barranquilla,Educación,2,2,2023-12-14
Barranquilla,Salud,1,2,2023-09-30
Medellín,Seguridad,3,2,2024-08-31
Medellín,Salud,1,1,2024-11-16
Cúcuta,Seguridad,3,3,2023-04-01
Santa Marta,Educación,2,3,2024-01-28
Cúcuta,Medio Ambiente,4,4,2023-04-24
Manizales,Educación,2,4,2024-01-09
Bucaramanga,Salud,1,3,2023-02-11
Santa Marta,Medio Ambiente,4,4,2024-08-09
Santa Marta,Salud,1,2,2024-06-19
Cali,Medio Ambiente,4,4,2024-03-09
Medellín,Educación,2,4,2023-10-01
Bogotá,Seguridad,3,4,2024-06-26
Barranquilla,Educación,2,3,2023-11-24
Cúcuta,Educación,2,2,2024-11-27
Cúcuta,Medio Ambiente,4,4,2024-03-03
Santa Marta,Salud,1,3,2023-12-29
Cali,Educación,2,2,2024-10-08
Santa Marta,Educación,2,1,2024-06-24
Manizales,Salud,1,1,2023-06-05
Bucaramanga,Seguridad,3,3,2023-07-30
Cartagena,Medio Ambiente,4,1,2024-11-25
Santa Marta,Medio Ambiente,4,3,2024-03-08
Manizales,Educación,2,2,2024-09-08
Cartagena,Salud,1,3,2023-03-18
Cartagena,Medio Ambiente,4,3,2023-08-18
Cúcuta,Educación,2,3,2023-03-19
Bogotá,Seguridad,3,1,2023-06-12
Cali,Educación,2,3,2023-09-29
Cartagena,Medio Ambiente,4,3,2024-03-14
Medellín,Educación,2,4,2023-12-15
Barranquilla,Medio Ambiente,4,4,2023-01-20
Santa Marta,Salud,1,2,2024-11-03
Santa Marta,Salud,1,2,2023-03-16
Barranquilla,Salud,1,2,2024-06-04
Medellín,Seguridad,3,4,2023-03-11
Bogotá,Educación,2,4,2024-01-25
Cúcuta,Salud,1,2,2024-07-17
Santa Marta,Seguridad,3,2,2024-11-12
Pereira,Educación,2,4,2024-03-22
Medellín,Medio Ambiente,4,3,2023-05-26
Medellín,Educación,2,4,2023-08-15
Manizales,Medio Ambiente,4,1,2023-06-19
Pereira,Medio Ambiente,4,4,2024-03-24
Cartagena,Educación,2,1,2023-03-13
Barranquilla,Medio Ambiente,4,2,2023-05-21
Manizales,Seguridad,3,4,2023-02-16
Medellín,Salud,1,1,2023-08-09
Bucaramanga,Salud,1,4,2023-03-21
Cartagena,Salud,1,4,2023-12-17
Santa Marta,Seguridad,3,3,2023-12-14
Barranquilla,Seguridad,3,2,2023-11-21
Cali,Educación,2,3,2023-07-04
Cali,Salud,1,1,2023-10-23
Medellín,Educación,2,4,2023-09-23
Cúcuta,Medio Ambiente,4,3,2023-07-03
Bucaramanga,Educación,2,3,2024-11-25
Santa Marta,Salud,1,2,2024-02-09
Barranquilla,Seguridad,3,4,2023-03-31
Cartagena,Educación,2,1,2023-08-23
Cúcuta,Seguridad,3,4,2024-04-15
Barranquilla,Salud,1,2,2023-11-06
Cartagena,Medio Ambiente,4,3,2024-04-13
Manizales,Educación,2,1,2023-07-02
Cúcuta,Educación,2,1,2023-01-22
Cúcuta,Medio Ambiente,4,2,2024-11-26
Bogotá,Medio Ambiente,4,2,2024-03-14
Pereira,Salud,1,2,2023-12-10
Barranquilla,Medio Ambiente,4,4,2024-07-31
Pereira,Salud,1,3,2023-03-16
Bucaramanga,Salud,1,1,2024-11-04
Santa Marta,Seguridad,3,3,2024-08-01
Bogotá,Educación,2,4,2024-06-16
Bogotá,Educación,2,1,2023-05-31
Medellín,Educación,2,1,2023-10-03
Pereira,Seguridad,3,1,2023-08-21
Pereira,Salud,1,4,2024-02-26
Manizales,Seguridad,3,4,2024-02-08
Barranquilla,Salud,1,2,2023-06-29
Cali,Salud,1,1,2024-03-21
Cúcuta,Salud,1,2,2024-08-17
Pereira,Medio Ambiente,4,3,2024-11-10
Bogotá,Medio Ambiente,4,4,2024-04-29
Medellín,Salud,1,4,2024-11-13
Cali,Educación,2,3,2023-09-22
Medellín,Educación,2,4,2023-12-13
Bogotá,Salud,1,1,2023-08-09
Cali,Salud,1,4,2024-03-31
Bucaramanga,Seguridad,3,3,2023-01-04
Barranquilla,Medio Ambiente,4,4,2023-07-10
Pereira,Medio Ambiente,4,2,2023-02-15
Pereira,Seguridad,3,4,2023-05-26
Pereira,Seguridad,3,2,2023-09-20
Bucaramanga,Salud,1,2,2023-02-01
Manizales,Seguridad,3,2,2023-10-29
Pereira,Seguridad,3,4,2024-07-10
Cúcuta,Educación,2,3,2024-05-08
Cúcuta,Medio Ambiente,4,4,2023-10-30
Bogotá,Educación,2,1,2023-12-25
Cartagena,Seguridad,3,1,2024-07-12
Cúcuta,Seguridad,3,3,2024-07-03
Manizales,Educación,2,3,2024-08-15
Manizales,Seguridad,3,1,2023-05-24
Pereira,Seguridad,3,1,2023-09-10
Bucaramanga,Medio Ambiente,4,3,2023-09-06
Cartagena,Seguridad,3,3,2023-01-18
Medellín,Medio Ambiente,4,1,2024-04-29
Santa Marta,Seguridad,3,2,2024-01-14
Bogotá,Medio Ambiente,4,4,2023-06-18
Bucaramanga,Educación,2,4,2023-06-24
Barranquilla,Medio Ambiente,4,1,2024-04-02
Bogotá,Seguridad,3,3,2024-06-07
Barranquilla,Medio Ambiente,4,2,2023-01-16
Cúcuta,Educación,2,4,2023-07-01
Bogotá,Seguridad,3,3,2024-04-14
Cali,Salud,1,2,2023-03-25
Bucaramanga,Medio Ambiente,4,2,2023-03-14
Bogotá,Educación,2,4,2023-12-14
Cúcuta,Medio Ambiente,4,3,2024-06-08
Bucaramanga,Salud,1,2,2023-11-21
Cali,Medio Ambiente,4,2,2024-03-22
Pereira,Medio Ambiente,4,3,2024-04-26
Bucaramanga,Medio Ambiente,4,2,2024-02-25
Bucaramanga,Medio Ambiente,4,3,2024-02-07
Pereira,Medio Ambiente,4,1,2023-03-21
Manizales,Educación,2,2,2023-06-28
Cali,Seguridad,3,2,2024-05-08
Bucaramanga,Medio Ambiente,4,3,2024-10-27
Pereira,Educación,2,2,2024-05-09
Pereira,Seguridad,3,1,2023-01-16
Bucaramanga,Seguridad,3,1,2023-09-05
Manizales,Salud,1,4,2023-05-23
Barranquilla,Salud,1,4,2023-04-22
Barranquilla,Medio Ambiente,4,1,2024-05-11
Manizales,Medio Ambiente,4,3,2023-12-04
Barranquilla,Seguridad,3,1,2024-09-19
Barranquilla,Salud,1,1,2024-08-06
Cali,Seguridad,3,3,2024-01-28
Pereira,Medio Ambiente,4,2,2023-10-24
Barranquilla,Medio Ambiente,4,4,2023-01-07
Barranquilla,Medio Ambiente,4,4,2023-10-06
Bogotá,Educación,2,1,2023-12-05
Manizales,Educación,2,1,2023-04-11
Cali,Medio Ambiente,4,4,2024-05-08
Bogotá,Educación,2,1,2024-03-18
Bogotá,Medio Ambiente,4,2,2024-05-22
Medellín,Educación,2,3,2024-08-25
Barranquilla,Salud,1,2,2023-07-06
Santa Marta,Medio Ambiente,4,4,2023-07-29
Barranquilla,Seguridad,3,1,2023-12-24
Cúcuta,Educación,2,2,2024-02-19
Cartagena,Educación,2,4,2024-01-20
Medellín,Medio Ambiente,4,3,2023-12-27
Santa Marta,Educación,2,3,2024-05-10
Manizales,Educación,2,1,2024-10-20
Cartagena,Salud,1,4,2023-07-01
Manizales,Medio Ambiente,4,1,2024-06-02
Barranquilla,Salud,1,4,2023-04-30
Medellín,Medio Ambiente,4,3,2024-04-03
Santa Marta,Educación,2,4,2023-10-13
Santa Marta,Educación,2,3,2024-07-27
Barranquilla,Educación,2,4,2023-11-09
Cali,Educación,2,2,2024-04-15
Santa Marta,Seguridad,3,2,2024-03-22
Pereira,Medio Ambiente,4,2,2024-08-09
Cartagena,Educación,2,2,2024-03-29
Cúcuta,Seguridad,3,4,2023-01-27
Cartagena,Seguridad,3,1,2024-08-29
Medellín,Educación,2,2,2023-03-26
Manizales,Salud,1,3,2024-10-16
Bucaramanga,Medio Ambiente,4,4,2024-06-14
Bogotá,Seguridad,3,4,2023-06-02
Santa Marta,Medio Ambiente,4,2,2024-03-12
Bogotá,Salud,1,3,2023-02-17
Barranquilla,Medio Ambiente,4,3,2024-05-12
Barranquilla,Salud,1,3,2023-09-27
Cali,Seguridad,3,1,2024-01-19
Barranquilla,Educación,2,1,2023-04-04
Manizales,Salud,1,2,2023-02-14
Barranquilla,Educación,2,2,2024-02-28
Bucaramanga,Salud,1,1,2023-06-10
Cartagena,Educación,2,3,2023-04-29
Manizales,Educación,2,2,2023-09-05
Cali,Seguridad,3,1,2023-12-16
Santa Marta,Medio Ambiente,4,4,2023-11-24
Bucaramanga,Educación,2,1,2024-01-16
Bucaramanga,Salud,1,4,2024-05-30
Cartagena,Seguridad,3,1,2024-06-03
Cúcuta,Salud,1,4,2024-05-18
Manizales,Medio Ambiente,4,2,2023-10-16
Cartagena,Seguridad,3,1,2024-07-31
Santa Marta,Salud,1,1,2023-11-11
Bucaramanga,Educación,2,2,2023-06-16
Cúcuta,Salud,1,4,2023-04-24
Medellín,Salud,1,4,2024-10-04
Medellín,Medio Ambiente,4,4,2023-04-12
Cúcuta,Educación,2,2,2023-04-17
Santa Marta,Educación,2,1,2024-09-28
Bucaramanga,Medio Ambiente,4,4,2023-01-02
Bogotá,Medio Ambiente,4,3,2024-09-01
Barranquilla,Educación,2,4,2024-06-13
Cali,Medio Ambiente,4,3,2024-03-06
Bogotá,Educación,2,1,2024-05-21
Cali,Medio Ambiente,4,3,2023-08-31
Barranquilla,Seguridad,3,4,2023-02-15
Barranquilla,Medio Ambiente,4,2,2024-07-06
Pereira,Salud,1,2,2024-11-02
Pereira,Seguridad,3,4,2024-11-30
Medellín,Educación,2,4,2023-07-03
Bogotá,Medio Ambiente,4,2,2024-08-27
Manizales,Salud,1,4,2024-06-29
Santa Marta,Medio Ambiente,4,4,2023-03-03
Manizales,Medio Ambiente,4,2,2023-03-10
Bucaramanga,Seguridad,3,4,2023-02-10
Cartagena,Seguridad,3,3,2023-06-08
Bucaramanga,Educación,2,2,2024-03-10
Cúcuta,Medio Ambiente,4,1,2023-08-25
Cúcuta,Medio Ambiente,4,4,2024-08-03
Bogotá,Seguridad,3,4,2023-03-17
Medellín,Educación,2,2,2023-04-13
Cúcuta,Salud,1,4,2024-01-31
Cúcuta,Seguridad,3,4,2024-03-04
Bogotá,Salud,1,4,2023-08-03
Bucaramanga,Seguridad,3,4,2024-02-02
Cartagena,Medio Ambiente,4,2,2023-10-24
Medellín,Seguridad,3,2,2024-06-17
Cali,Salud,1,2,2023-08-19
Cartagena,Educación,2,2,2023-02-14
Cúcuta,Salud,1,1,2023-02-17
Cúcuta,Medio Ambiente,4,1,2023-01-09
Cali,Medio Ambiente,4,4,2023-02-25
Medellín,Seguridad,3,2,2024-10-23
Cali,Educación,2,4,2024-03-09
Cúcuta,Seguridad,3,4,2024-06-15
Santa Marta,Seguridad,3,2,2024-01-14
Bogotá,Educación,2,3,2023-10-04
Manizales,Medio Ambiente,4,2,2023-12-13
Cúcuta,Salud,1,2,2024-11-18
Cali,Salud,1,2,2023-04-02
Medellín,Medio Ambiente,4,3,2023-08-07
Cartagena,Medio Ambiente,4,4,2024-12-01
Santa Marta,Educación,2,1,2023-05-10
Santa Marta,Salud,1,4,2023-08-04
Barranquilla,Seguridad,3,1,2024-03-30
Santa Marta,Salud,1,1,2024-08-28
Cartagena,Medio Ambiente,4,4,2023-09-15
Cúcuta,Salud,1,1,2023-05-15
