Ciudad,Comentario,Categoría del problema,Categoria numerica,Nivel de urgencia,Fecha del reporte
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-07-29
Pereira,falta agua potable en varias casas.,Salud,1,3,2023-07-18
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-11-01
Bogotá,queremos más presencia policial.,Seguridad,3,4,2023-11-14
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,4,2024-05-25
Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-07-29
Cartagena,necesitamos más acceso a internet en la zona.,Educación,2,4,2024-04-22
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,2,2024-03-30
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-03-16
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-04-27
Santa Marta,falta agua potable en varias casas.,Salud,1,1,2024-08-04
Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-06-22
Bucaramanga,falta agua potable en varias casas.,Salud,1,4,2024-06-29
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-08-22
Barranquilla,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-09-19
Pereira,queremos más presencia policial.,Seguridad,3,2,2024-03-04
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-10-17
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-12-18
Pereira,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-02-28
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2024-04-29
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-11-18
Barranquilla,falta agua potable en varias casas.,Salud,1,1,2024-11-10
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,4,2024-05-01
Manizales,no hay suficientes escuelas públicas.,Educación,2,2,2024-11-12
Cartagena,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-09-16
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,2,2023-10-10
Medellín,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2024-09-16
Cartagena,faltan médicos en el centro de salud.,Salud,1,1,2023-08-07
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-10-11
Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-07-22
Medellín,faltan médicos en el centro de salud.,Salud,1,2,2023-03-28
Barranquilla,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-06-29
Cartagena,queremos más presencia policial.,Seguridad,3,2,2023-09-25
Medellín,no hay suficientes escuelas públicas.,Educación,2,4,2024-07-18
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-09-25
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-05-24
Manizales,faltan médicos en el centro de salud.,Salud,1,1,2024-03-29
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-07-20
Cartagena,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-02-20
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-07-27
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-04-13
Pereira,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-08-04
Cartagena,faltan médicos en el centro de salud.,Salud,1,3,2023-11-21
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-02-17
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-05-12
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-08-20
Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-08-14
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-12-06
Bucaramanga,faltan médicos en el centro de salud.,Salud,1,1,2024-03-23
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-06-29
Cartagena,falta agua potable en varias casas.,Salud,1,4,2023-06-10
Medellín,faltan médicos en el centro de salud.,Salud,1,4,2023-03-26
Santa Marta,faltan médicos en el centro de salud.,Salud,1,1,2024-05-25
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-06-20
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-04-26
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-02-02
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-09-09
Bogotá,queremos más presencia policial.,Seguridad,3,2,2023-09-27
Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-01-21
Bucaramanga,queremos más presencia policial.,Seguridad,3,2,2024-10-29
Cali,no hay suficientes escuelas públicas.,Educación,2,3,2024-08-24
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-08-05
Cali,falta agua potable en varias casas.,Salud,1,1,2024-10-18
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-02-16
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-04-20
Cartagena,necesitamos más acceso a internet en la zona.,Educación,2,4,2024-07-28
Cartagena,faltan médicos en el centro de salud.,Salud,1,4,2023-04-17
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-05-28
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,1,2024-05-02
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-10-30
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2024-08-06
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-07-07
Cali,faltan médicos en el centro de salud.,Salud,1,1,2024-05-25
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-01-18
Manizales,no hay suficientes escuelas públicas.,Educación,2,3,2024-11-10
Cali,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-10-29
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-10-19
Bogotá,faltan médicos en el centro de salud.,Salud,1,1,2023-10-03
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-04-23
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-01-03
Pereira,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-11-06
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-09-16
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-07-17
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-08-26
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-08-31
Bucaramanga,faltan médicos en el centro de salud.,Salud,1,4,2023-04-14
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-04-14
Pereira,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-07-19
Bucaramanga,queremos más presencia policial.,Seguridad,3,4,2023-03-19
Cali,falta agua potable en varias casas.,Salud,1,3,2023-05-22
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-05-03
Medellín,falta agua potable en varias casas.,Salud,1,4,2024-08-23
Bogotá,faltan médicos en el centro de salud.,Salud,1,2,2023-12-13
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-05-01
Cali,no hay suficientes escuelas públicas.,Educación,2,1,2024-04-19
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-11-05
Cartagena,no hay suficientes escuelas públicas.,Educación,2,2,2024-02-03
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-08-24
Cartagena,no hay suficientes escuelas públicas.,Educación,2,3,2023-10-14
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-05-03
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-09-18
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-09-29
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-03-22
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-09-13
Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-04-30
Cali,faltan médicos en el centro de salud.,Salud,1,3,2023-12-13
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-12-25
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-01-16
Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-04-09
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-03-11
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-04-08
Santa Marta,falta agua potable en varias casas.,Salud,1,2,2024-07-02
Pereira,falta agua potable en varias casas.,Salud,1,2,2023-10-25
Santa Marta,queremos más presencia policial.,Seguridad,3,1,2024-07-13
Cúcuta,queremos más presencia policial.,Seguridad,3,1,2023-12-21
Bogotá,falta agua potable en varias casas.,Salud,1,4,2023-07-27
Manizales,queremos más presencia policial.,Seguridad,3,3,2024-01-21
Cúcuta,queremos más presencia policial.,Seguridad,3,4,2024-06-07
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-10-19
Manizales,queremos más presencia policial.,Seguridad,3,3,2024-08-01
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-12-25
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-06-08
Bucaramanga,faltan médicos en el centro de salud.,Salud,1,1,2024-11-09
Cali,falta agua potable en varias casas.,Salud,1,1,2024-05-19
Pereira,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-07-21
Barranquilla,no hay suficientes escuelas públicas.,Educación,2,2,2024-08-06
Pereira,no hay suficientes escuelas públicas.,Educación,2,1,2024-03-06
Pereira,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-04-12
Medellín,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-04-30
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-01-06
Medellín,falta agua potable en varias casas.,Salud,1,4,2024-02-14
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-06-09
Medellín,queremos más presencia policial.,Seguridad,3,1,2023-08-28
Cúcuta,queremos más presencia policial.,Seguridad,3,2,2023-12-02
Medellín,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-06-28
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-02-02
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-06-01
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-06-18
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-02-24
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-05-19
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,1,2024-11-08
Pereira,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-03-12
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,1,2024-03-23
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-08-01
Santa Marta,no hay suficientes escuelas públicas.,Educación,2,3,2023-04-15
Medellín,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-10-11
Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-06-17
Medellín,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-08-20
Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,4,1,2024-05-28
Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-08-20
Medellín,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-07-07
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-12-29
Barranquilla,queremos más presencia policial.,Seguridad,3,2,2023-07-30
Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-03-06
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-06-21
Cali,faltan médicos en el centro de salud.,Salud,1,3,2024-06-25
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-01-27
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-08-07
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-05-06
Cali,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-06-09
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-10-06
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,1,2024-07-01
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-10-02
Cartagena,queremos más presencia policial.,Seguridad,3,3,2023-12-27
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-07-15
Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-06-15
Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-01-18
Santa Marta,falta agua potable en varias casas.,Salud,1,1,2024-04-08
Cali,falta agua potable en varias casas.,Salud,1,3,2023-04-16
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-06-11
Cartagena,falta agua potable en varias casas.,Salud,1,3,2024-04-02
Cali,queremos más presencia policial.,Seguridad,3,1,2023-05-10
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2024-04-10
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-09-30
Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-07-06
Pereira,no hay suficientes escuelas públicas.,Educación,2,1,2023-07-10
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-05-11
Pereira,faltan médicos en el centro de salud.,Salud,1,1,2024-03-26
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-05-07
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-03-22
Cúcuta,faltan médicos en el centro de salud.,Salud,1,1,2023-11-29
Pereira,faltan médicos en el centro de salud.,Salud,1,4,2023-12-31
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-09-27
Cali,no hay suficientes escuelas públicas.,Educación,2,3,2023-09-17
Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-09-15
Cali,no hay suficientes escuelas públicas.,Educación,2,1,2023-07-28
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-12-10
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2024-08-12
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-06-25
Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-11-11
Cali,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-03-25
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-05-06
Manizales,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-03-09
Santa Marta,faltan médicos en el centro de salud.,Salud,1,2,2024-09-17
Bogotá,falta agua potable en varias casas.,Salud,1,4,2023-12-31
Pereira,falta agua potable en varias casas.,Salud,1,3,2024-06-13
Cúcuta,falta agua potable en varias casas.,Salud,1,3,2023-07-09
Santa Marta,faltan médicos en el centro de salud.,Salud,1,2,2024-10-28
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-05-24
Barranquilla,faltan médicos en el centro de salud.,Salud,1,4,2023-01-13
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-07-24
Cúcuta,faltan médicos en el centro de salud.,Salud,1,4,2023-03-01
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-02-09
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-11-15
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-12-03
Medellín,no hay suficientes escuelas públicas.,Educación,2,3,2023-05-22
Santa Marta,falta agua potable en varias casas.,Salud,1,1,2023-01-31
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,1,2024-08-12
Cali,no hay suficientes escuelas públicas.,Educación,2,4,2024-07-09
Bogotá,queremos más presencia policial.,Seguridad,3,3,2023-06-17
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-08-13
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-12-28
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-02-08
Santa Marta,queremos más presencia policial.,Seguridad,3,3,2023-03-30
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-11-14
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-07-29
Barranquilla,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-04-08
Cali,falta agua potable en varias casas.,Salud,1,2,2023-04-09
Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-11-30
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-04-27
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-01-10
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-03-02
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-08-26
